symbol,action,entry,exit,sl,tp,pnl_usd,pnl_cost,lot,regime,result,bars_held,open_time,close_time
XAUUSD,BUY,1211.7,1214.86622,1205.16571,1228.03571,316.62,291.8,0.1,RANGING,SL,6,2016-05-31 14:00:00,2016-05-31 20:00:00
XAUUSD,BUY,1214.53,1209.72429,1209.72429,1226.54429,-480.57,-505.31,0.1,RANGING,SL,9,2016-06-02 17:00:00,2016-06-03 04:00:00
XAUUSD,SELL,1211.57,1236.88,1215.11571,1202.70571,-2531.0,-2556.23,0.1,RANGING,SL,3,2016-06-03 14:00:00,2016-06-03 18:00:00
XAUUSD,BUY,1241.53,1244.32277,1235.98714,1255.38714,279.28,254.46,0.1,TREND_UP,SL,8,2016-06-06 10:00:00,2016-06-06 18:00:00
XAUUSD,BUY,1261.84,1267.48153,1252.76571,1284.52571,507.74,485.35,0.09,TREND_UP,SL,15,2016-06-09 05:00:00,2016-06-09 20:00:00
XAUUSD,BUY,1267.19,1274.58277,1260.85571,1283.02571,739.28,714.52,0.1,TREND_UP,SL,7,2016-06-10 12:00:00,2016-06-10 19:00:00
XAUUSD,BUY,1303.17,1308.60682,1288.55571,1339.70571,326.21,311.36,0.06,TREND_UP,SL,3,2016-06-16 15:00:00,2016-06-16 18:00:00
XAUUSD,SELL,1283.62,1294.41714,1294.41714,1256.62714,-863.77,-883.71,0.08,RANGING,SL,7,2016-06-17 12:00:00,2016-06-17 19:00:00
XAUUSD,SELL,1284.91853,1293.76857,1293.76857,1262.79857,-796.5,-818.92,0.09,RANGING,SL,7,2016-06-20 20:00:00,2016-06-21 05:00:00
XAUUSD,SELL,1268.96,1263.27457,1278.18857,1245.88857,511.69,489.48,0.09,TREND_DOWN,SL,7,2016-06-22 04:00:00,2016-06-22 11:00:00
XAUUSD,BUY,1315.88,1327.40798,1282.46714,1399.41214,345.84,338.31,0.03,TREND_UP,SL,6,2016-06-24 21:00:00,2016-06-27 03:00:00
XAUUSD,BUY,1326.2,1330.47422,1314.32429,1355.88929,299.2,273.97,0.07,TREND_UP,SL,9,2016-06-27 09:00:00,2016-06-27 18:00:00
XAUUSD,SELL,1312.59,1322.37714,1322.37714,1288.12214,-880.84,-903.08,0.09,TREND_DOWN,SL,7,2016-06-28 19:00:00,2016-06-29 02:00:00
XAUUSD,BUY,1322.82,1315.26714,1315.26714,1341.70214,-755.29,-806.98,0.1,RANGING,SL,3,2016-06-29 23:00:00,2016-06-30 02:00:00
XAUUSD,BUY,1350.3,1339.74429,1339.74429,1376.68929,-844.46,-864.14,0.08,TREND_UP,SL,4,2016-07-04 18:00:00,2016-07-05 02:00:00
XAUUSD,BUY,1367.9,1358.69714,1358.69714,1390.90714,-828.26,-850.44,0.09,TREND_UP,SL,8,2016-07-06 18:00:00,2016-07-07 02:00:00
XAUUSD,SELL,1356.73,1351.15816,1364.21143,1338.02643,557.18,524.56,0.1,RANGING,SL,9,2016-07-12 06:00:00,2016-07-12 15:00:00
XAUUSD,SELL,1338.57,1321.88391,1351.38,1306.545,1168.03,1148.34,0.07,TREND_DOWN,SL,20,2016-07-13 07:00:00,2016-07-14 03:00:00
XAUUSD,SELL,1329.95,1324.85212,1339.42429,1306.26429,458.81,436.44,0.09,RANGING,SL,9,2016-07-14 20:00:00,2016-07-15 05:00:00
XAUUSD,SELL,1327.93,1325.2454,1335.11429,1309.96929,268.46,242.44,0.1,RANGING,SL,29,2016-07-18 21:00:00,2016-07-20 02:00:00
XAUUSD,BUY,1330.14,1319.52571,1319.52571,1356.67571,-849.14,-868.99,0.08,RANGING,SL,20,2016-07-22 06:00:00,2016-07-25 02:00:00
XAUUSD,BUY,1349.22,1352.55181,1340.14286,1371.91286,299.86,273.87,0.09,TREND_UP,SL,15,2016-08-01 07:00:00,2016-08-01 22:00:00
XAUUSD,BUY,1364.19,1357.19,1357.19,1381.69,-700.0,-725.55,0.1,TREND_UP,SL,14,2016-08-03 05:00:00,2016-08-03 19:00:00
XAUUSD,BUY,1360.58,1363.54441,1354.41857,1375.98357,296.44,263.74,0.1,RANGING,SL,5,2016-08-05 06:00:00,2016-08-05 11:00:00
XAUUSD,SELL,1337.95,1334.41143,1344.19857,1322.32857,353.86,322.25,0.1,TREND_DOWN,SL,3,2016-08-08 09:00:00,2016-08-08 12:00:00
XAUUSD,SELL,1344.99,1353.07571,1353.07571,1324.77571,-808.57,-836.31,0.1,RANGING,SL,7,2016-08-11 13:00:00,2016-08-11 20:00:00
