symbol,action,entry,exit,sl,tp,pnl_usd,pnl_cost,lot,regime,result,bars_held,open_time,close_time
GBPJPY,SELL,193.272,192.22777,193.98429,191.49129,1044.23,1044.03,0.01,RANGING,SL,12,2024-11-26 09:00:00,2024-11-26 21:00:00
GBPJPY,SELL,191.225,192.10471,192.10471,189.02571,-879.71,-879.91,0.01,TREND_DOWN,SL,6,2024-11-27 21:00:00,2024-11-28 03:00:00
GBPJPY,BUY,191.938,192.16665,191.33157,193.45407,228.65,228.45,0.01,RANGING,SL,8,2024-11-28 16:00:00,2024-11-29 00:00:00
GBPJPY,SELL,190.85,190.49508,191.67786,188.78036,354.92,354.76,0.01,TREND_DOWN,SL,8,2024-11-29 18:00:00,2024-12-02 02:00:00
GBPJPY,SELL,189.585,188.68644,190.488,187.3275,898.56,898.34,0.01,TREND_DOWN,SL,14,2024-12-03 03:00:00,2024-12-03 17:00:00
GBPJPY,BUY,190.88,191.28955,190.02129,193.02679,409.55,409.39,0.01,TREND_UP,SL,8,2024-12-04 19:00:00,2024-12-05 03:00:00
GBPJPY,BUY,192.879,193.2197,192.23343,194.49293,340.7,340.48,0.01,TREND_UP,SL,8,2024-12-10 04:00:00,2024-12-10 12:00:00
GBPJPY,BUY,193.836,193.32043,193.32043,195.12493,-1031.14,-1031.59,0.02,TREND_UP,SL,7,2024-12-11 03:00:00,2024-12-11 10:00:00
GBPJPY,BUY,194.353,194.90323,193.89882,195.56414,1100.46,1100.12,0.02,TREND_UP,SL,8,2024-12-12 02:00:00,2024-12-12 10:00:00
GBPJPY,SELL,193.495,192.98269,194.23143,191.65393,512.31,512.13,0.01,RANGING,SL,7,2024-12-13 04:00:00,2024-12-13 11:00:00
GBPJPY,BUY,195.407,194.846,194.846,196.8095,-561.0,-561.22,0.01,TREND_UP,SL,8,2024-12-17 05:00:00,2024-12-17 13:00:00
GBPJPY,BUY,197.274,195.88543,195.88543,200.74543,-1388.57,-1388.77,0.01,TREND_UP,SL,10,2024-12-19 20:00:00,2024-12-20 06:00:00
GBPJPY,BUY,196.806,197.14794,196.31643,198.02993,683.89,683.51,0.02,RANGING,SL,31,2024-12-23 09:00:00,2024-12-24 16:00:00
GBPJPY,BUY,198.241,198.55918,197.571,199.916,318.18,315.7,0.01,RANGING,SL,5,2024-12-30 01:00:00,2024-12-30 06:00:00
GBPJPY,BUY,198.508,198.78562,197.92271,199.97121,277.62,277.36,0.01,TREND_UP,SL,4,2024-12-30 06:00:00,2024-12-30 10:00:00
GBPJPY,SELL,195.107,194.84374,196.15471,192.48771,263.26,262.95,0.01,TREND_DOWN,SL,11,2025-01-02 23:00:00,2025-01-03 10:00:00
GBPJPY,SELL,194.839,195.29743,195.29743,193.69293,-916.86,-917.26,0.02,TREND_DOWN,SL,8,2025-01-03 10:00:00,2025-01-03 18:00:00
GBPJPY,BUY,196.3,197.11902,195.50343,198.29143,819.02,818.84,0.01,TREND_UP,SL,4,2025-01-06 16:00:00,2025-01-06 20:00:00
GBPJPY,BUY,197.741,198.01588,197.17914,199.14564,274.88,274.68,0.01,TREND_UP,SL,2,2025-01-07 11:00:00,2025-01-07 13:00:00
GBPJPY,SELL,194.325,194.00689,195.28543,191.92393,318.11,317.87,0.01,TREND_DOWN,SL,19,2025-01-09 17:00:00,2025-01-10 12:00:00
GBPJPY,SELL,191.185,192.48757,192.48757,187.92857,-1302.57,-1302.81,0.01,TREND_DOWN,SL,8,2025-01-13 17:00:00,2025-01-14 01:00:00
GBPJPY,BUY,192.333,191.479,191.479,194.468,-854.0,-854.22,0.01,RANGING,SL,4,2025-01-14 12:00:00,2025-01-14 16:00:00
GBPJPY,SELL,191.554,190.24504,192.43129,189.36079,1308.96,1308.68,0.01,RANGING,SL,6,2025-01-15 23:00:00,2025-01-16 05:00:00
